"Customer.ID","Recency","Frequency","Monetary","R_Score","F_Score","M_Score","RFM_Score"
13061,73,1,248.61,3,1,1,311
13062,192,1,346.98,2,1,1,211
13063,481,1,188.4,1,1,1,111
13064,13,6,1680.74,4,3,3,433
13065,374,5,1260.91,2,3,3,233
13066,25,2,470.8,4,2,2,422
13067,83,3,508.51,3,2,2,322
13068,11,2,344,4,2,1,421
13069,1,38,9683.12999999999,4,4,4,444
13070,193,4,751.7,2,3,2,232
13071,613,1,129.22,1,1,1,111
13072,267,1,177.15,2,1,1,211
13073,412,2,418.08,1,2,2,122
13074,512,4,1378.74,1,3,3,133
13075,130,1,919.61,2,1,3,213
13076,458,1,135.4,1,1,1,111
13077,2,11,3064.67,4,4,4,444
13078,4,57,29532.45,4,4,4,444
13079,5,6,419.18,4,3,2,432
13080,180,4,280.73,2,3,1,231
13081,12,28,59205.15,4,4,4,444
13082,127,21,7335.75,2,4,4,244
13083,5,3,395.43,4,2,2,422
13084,492,1,122.4,1,1,1,111
13085,158,8,2433.28,2,4,4,244
13086,383,1,439.33,1,1,2,112
13087,727,1,313.64,1,1,1,111
13088,418,1,236.11,1,1,1,111
13089,3,203,116737.859999999,4,4,4,444
13090,9,24,14103.09,4,4,4,444
13091,29,3,2321.82,3,2,4,324
13092,71,12,2140.28,3,4,3,343
13093,276,55,54943.6500000001,2,4,4,244
13094,22,13,2433.12,4,4,4,444
13095,71,1,74.4,3,1,1,311
13096,395,1,419.7,1,1,2,112
13097,33,28,13389.22,3,4,4,344
13098,2,28,28882.44,4,4,4,444
13099,100,1,207.36,2,1,1,211
13101,235,4,695.4,2,3,2,232
13102,2,37,11696.92,4,4,4,444
13103,40,3,709.64,3,2,2,322
13104,4,9,1709.1,4,4,3,443
13105,437,1,72,1,1,1,111
13106,134,2,603.46,2,2,2,222
13107,45,9,5253.07,3,4,4,344
13108,373,2,1098.52,2,2,3,223
13109,60,3,1134.03,3,2,3,323
13110,32,12,2957.47,3,4,4,344
13111,719,1,321.88,1,1,1,111
13112,542,1,20.6,1,1,1,111
13113,1,37,18625.73,4,4,4,444
13114,731,1,234.38,1,1,1,111
13115,12,10,5494.7,4,4,4,444
13116,139,1,501.14,2,1,2,212
13117,22,18,2643.81,4,4,4,444
13118,20,9,2415.41,4,4,4,444
13119,669,1,134.9,1,1,1,111
13120,239,1,30.6,2,1,1,211
13121,270,1,283.73,2,1,1,211
13122,95,2,922.39,3,2,3,323
13123,473,2,506.75,1,2,2,122
13124,90,4,4782.45,3,3,4,334
13125,524,1,158.57,1,1,1,111
13126,5,13,3998.25,4,4,4,444
13127,78,1,259.17,3,1,1,311
13128,632,1,263.5,1,1,1,111
13129,453,2,233.25,1,2,1,121
13130,95,1,64,3,1,1,311
13131,24,7,3313.77,4,3,4,434
13132,262,1,77.3,2,1,1,211
13133,274,3,200.45,2,2,1,221
13134,86,6,2475.23,3,3,4,334
13135,197,2,3371.45,2,2,4,224
13136,57,13,6274.56,3,4,4,344
13137,11,16,7712.69999999997,4,4,4,444
13138,23,7,1467.24,4,3,3,433
13139,17,8,8202.98,4,4,4,444
13140,109,5,1215.68,2,3,3,233
13141,85,17,7668.58,3,4,4,344
13142,20,1,307.09,4,1,1,411
13143,585,1,405.1,1,1,2,112
13144,333,2,135.35,2,2,1,221
13145,40,7,1423.52,3,3,3,333
13146,27,1,228.91,3,1,1,311
13147,11,4,712.8,4,3,2,432
13148,30,26,8621.80999999998,3,4,4,344
13149,15,4,1676.06,4,3,3,433
13150,485,3,449.97,1,2,2,122
13151,296,3,2580.74,2,2,4,224
13152,418,7,2146.38,1,3,3,133
13153,6,1,486.22,4,1,2,412
13154,400,3,1624.84,1,2,3,123
13155,34,6,1750.18,3,3,3,333
13156,386,3,1586.54,1,2,3,123
13157,50,9,5687.36,3,4,4,344
13158,95,5,1508.18,3,3,3,333
13159,9,4,1437.85,4,3,3,433
13160,23,1,91.8,4,1,1,411
13161,314,2,478.88,2,2,2,222
13162,123,16,9275.49,2,4,4,244
13163,611,1,17.65,1,1,1,111
13164,570,2,372.2,1,2,2,122
13165,47,3,1451.16,3,2,3,323
13166,284,2,884.18,2,2,2,222
13167,19,5,1125.15,4,3,3,433
13168,37,5,1875.31,3,3,3,333
13169,64,3,840.08,3,2,2,322
13170,27,1,116.01,3,1,1,311
13171,22,3,468.41,4,2,2,422
13172,401,1,69.6,1,1,1,111
13173,5,11,2639.35,4,4,4,444
13174,17,12,9494.83999999999,4,4,4,444
13175,583,2,831.45,1,2,2,122
13176,47,1,492.84,3,1,2,312
13177,65,2,512.2,3,2,2,322
13178,27,21,14059.19,3,4,4,344
13179,619,1,572.31,1,1,2,112
13180,608,1,86.1,1,1,1,111
13181,382,1,359.69,1,1,2,112
13182,46,1,121.18,3,1,1,311
13183,8,15,7036.18,4,4,4,444
13184,15,10,1701.29,4,4,3,443
13185,268,1,71.4,2,1,1,211
13186,40,3,1575.89,3,2,3,323
13187,338,4,367.01,2,3,2,232
13188,12,1,114.6,4,1,1,411
13189,19,2,260.68,4,2,1,421
13190,545,3,570.66,1,2,2,122
13191,659,1,164.69,1,1,1,111
13192,96,6,2558.58,2,3,4,234
13193,62,1,117.88,3,1,1,311
13194,136,2,472.78,2,2,2,222
13195,415,1,172.38,1,1,1,111
13196,12,7,3068.84,4,3,4,434
13197,610,1,373.01,1,1,2,112
13198,11,8,4974.23,4,4,4,444
13199,4,67,16432.89,4,4,4,444
13200,20,4,870.09,4,3,2,432
13201,503,4,1240.61,1,3,3,133
13202,395,7,1580.3,1,3,3,133
13203,10,10,2648.25,4,4,4,444
13204,732,1,966.66,1,1,3,113
13205,444,1,2803.2,1,1,4,114
13206,401,13,8377.32,1,4,4,144
13207,16,4,535.86,4,3,2,432
13208,59,9,1988.5,3,4,3,343
13209,31,13,8509.51,3,4,4,344
13210,94,1,353.48,3,1,2,312
13211,11,10,2729.32,4,4,4,444
13212,20,3,788.08,4,2,2,422
13213,57,11,3851.52,3,4,4,344
13214,418,7,3264.22999999999,1,3,4,134
13215,403,1,81.6,1,1,1,111
13216,268,1,333.74,2,1,1,211
13217,123,4,666.48,2,3,2,232
13218,128,1,62.64,2,1,1,211
13219,619,1,76.23,1,1,1,111
13220,79,5,1336.09,3,3,3,333
13221,241,2,847.41,2,2,2,222
13222,578,1,88.5,1,1,1,111
13223,201,6,969.12,2,3,3,233
13224,61,2,2155.95,3,2,3,323
13225,4,16,16260.07,4,4,4,444
13226,274,2,312.46,2,2,1,221
13227,202,1,257.7,2,1,1,211
13228,82,1,358,3,1,2,312
13229,226,1,160.95,2,1,1,211
13230,5,30,6360.77999999999,4,4,4,444
13232,13,7,1357.6,4,3,3,433
13233,75,4,1176.46,3,3,3,333
13234,673,2,356.95,1,2,2,122
13235,213,1,1031.07,2,1,3,213
13236,25,2,744.85,4,2,2,422
13237,388,1,643,1,1,2,112
13238,18,6,1006.63,4,3,3,433
13239,262,5,1594.69,2,3,3,233
13240,97,8,1738.52,2,4,3,243
13241,412,1,115.58,1,1,1,111
13242,113,7,699.4,2,3,2,232
13243,204,5,1278.04,2,3,3,233
13244,93,1,121.74,3,1,1,311
13245,51,2,989.22,3,2,3,323
13246,19,11,3387.43,4,4,4,444
13247,18,4,501.12,4,3,2,432
13248,125,2,465.68,2,2,2,222
13249,93,9,1608.93,3,4,3,343
13250,461,2,256.04,1,2,1,121
13251,403,1,252.68,1,1,1,111
13252,395,2,399.3,1,2,2,122
13253,157,4,2951.11,2,3,4,234
13254,377,1,51.41,2,1,1,211
13255,10,3,904.46,4,2,3,423
13256,15,1,0,4,1,1,411
13257,437,1,149.75,1,1,1,111
13258,12,5,1035.18,4,3,3,433
13259,62,9,1433.38,3,4,3,343
13260,62,1,557.62,3,1,2,312
13261,269,2,944.1,2,2,3,223
13262,264,3,573.45,2,2,2,222
13263,2,39,8704.68999999997,4,4,4,444
13264,443,1,722.56,1,1,2,112
13265,54,5,2107.66,3,3,3,333
13266,12,19,6135.04,4,4,4,444
13267,3,36,9758.26,4,4,4,444
13268,18,11,3214.69,4,4,4,444
13269,2,28,8891.69999999999,4,4,4,444
13270,367,1,1180,2,1,3,213
13271,38,1,217.38,3,1,1,311
13272,32,2,276.56,3,2,1,321
13273,114,1,138.98,2,1,1,211
13274,410,1,360.85,1,1,2,112
13275,384,2,241.66,1,2,1,121
13276,64,5,1939.26,3,3,3,333
13277,16,7,523.3,4,3,2,432
13278,41,4,1435.85,3,3,3,333
13279,79,1,137.75,3,1,1,311
13280,123,7,2322.63,2,3,4,234
13281,440,1,350.85,1,1,2,112
13282,19,4,1313.19,4,3,3,433
13283,60,4,373.36,3,3,2,332
13284,331,1,201.19,2,1,1,211
13285,24,6,3364.59,4,3,4,434
13286,601,1,734.91,1,1,2,112
13287,604,3,781.59,1,2,2,122
13288,444,5,927.61,1,3,3,133
13289,724,1,307.95,1,1,1,111
13290,439,1,208.63,1,1,1,111
13291,156,11,3320.84,2,4,4,244
13292,39,5,994.51,3,3,3,333
13293,393,6,1192.94,1,3,3,133
13294,190,3,1689.53,2,2,3,223
13295,360,4,1101.97,2,3,3,233
13296,138,6,792.51,2,3,2,232
13297,8,7,4368.62,4,3,4,434
13298,2,1,360,4,1,2,412
13299,269,3,1218.7,2,2,3,223
13300,170,3,1285.51,2,2,3,223
13301,104,4,618.09,2,3,2,232
13302,156,2,159.2,2,2,1,221
13303,401,1,61.72,1,1,1,111
13304,352,4,1217.99,2,3,3,233
13305,5,16,3754.71,4,4,4,444
13306,431,1,53.65,1,1,1,111
13307,121,3,273.34,2,2,1,221
13308,23,4,1670.37,4,3,3,433
13309,8,6,1706.37,4,3,3,433
13310,29,5,1541.2,3,3,3,333
13311,5,2,598.57,4,2,2,422
13312,452,1,124.75,1,1,1,111
13313,23,12,3445.32,4,4,4,444
13314,2,3,775.94,4,2,2,422
13315,690,1,310.26,1,1,1,111
13316,38,10,13191.57,3,4,4,344
13317,67,19,6486.09099999999,3,4,4,344
13318,2,3,640.76,4,2,2,422
13319,6,58,22082.5,4,4,4,444
13320,79,6,2228.1,3,3,3,333
13321,73,2,567.36,3,2,2,322
13322,18,1,199.48,4,1,1,411
13323,4,5,787.85,4,3,2,432
13324,37,18,10513.47,3,4,4,344
13325,82,1,675.3,3,1,2,312
13326,433,1,281.76,1,1,1,111
13327,39,20,9879.47999999999,3,4,4,344
13328,317,1,1308.48,2,1,3,213
13329,32,8,5112.97,3,4,4,344
13330,93,6,2806.18,3,3,4,334
13331,402,1,262.4,1,1,1,111
13332,15,1,350.9,4,1,2,412
13333,412,3,1015.74,1,2,3,123
13334,83,5,6263.75,3,3,4,334
13336,78,1,795.12,3,1,2,312
13337,547,1,1575.26,1,1,3,113
13338,158,4,2445.62,2,3,4,234
13339,201,1,860.12,2,1,2,212
13340,46,12,22100.56,3,4,4,344
13341,261,1,775.85,2,1,2,212
13343,178,1,353.43,2,1,2,212
13344,68,3,2543.72,3,2,4,324
13345,288,1,389.5,2,1,2,212
13346,463,6,299.4,1,3,1,131
13347,71,1,341.36,3,1,1,311
13348,65,1,233.76,3,1,1,311
13349,11,1,247.32,4,1,1,411
13350,17,2,979.12,4,2,3,423
13351,67,1,373.94,3,1,2,312
13352,61,1,397.98,3,1,2,312
13354,72,1,743.53,3,1,2,312
13355,123,1,674.7,2,1,2,212
13356,81,1,768.24,3,1,2,312
13357,258,5,3838.36,2,3,4,234
13358,269,1,439.03,2,1,2,212
13359,64,2,1043.31,3,2,3,323
13360,432,4,1553.65,1,3,3,133
13361,473,2,1450.5,1,2,3,123
13362,10,7,5394.07,4,3,4,434
13363,18,3,1723.86,4,2,3,423
13364,72,1,134.96,3,1,1,311
13365,34,2,2225.37,3,2,3,323
13366,51,1,56.16,3,1,1,311
13367,432,1,510.2,1,1,2,112
13368,257,4,1121.5,2,3,3,233
13369,366,1,616.56,2,1,2,212
13370,372,1,1509.74,2,1,3,213
13371,506,2,2297.66,1,2,3,123
13372,90,1,378.64,3,1,2,312
13373,61,6,7587.18999999999,3,3,4,334
13374,415,2,422.8,1,2,2,122
13375,89,2,1792.23,3,2,3,323
13376,100,3,1019.76,2,2,3,223
13377,397,2,1552.88,1,2,3,123
13379,27,3,572.56,3,2,2,322
13380,433,1,62.4,1,1,1,111
13381,32,12,8224.37,3,4,4,344
13382,281,5,1387.58,2,3,3,233
13383,544,1,305.28,1,1,1,111
13384,31,11,6680.83,3,4,4,344
13385,330,1,534.57,2,1,2,212
13386,415,2,835.46,1,2,2,122
13387,418,1,189.44,1,1,1,111
13388,132,3,1185.65,2,2,3,223
13389,12,3,797.96,4,2,2,422
13390,75,1,544.08,3,1,2,312
13391,204,1,59.8,2,1,1,211
13392,678,1,91.14,1,1,1,111
13393,584,4,1131.45,1,3,3,133
13394,2,19,6621.69999999999,4,4,4,444
13395,186,3,1180.23,2,2,3,223
13396,30,2,1360.99,3,2,3,323
13397,73,10,3191.87,3,4,4,344
13398,193,2,670.34,2,2,2,222
13399,465,3,275.4,1,2,1,121
13400,583,1,310.83,1,1,1,111
13402,128,4,1535.13,2,3,3,233
13403,18,3,229.5,4,2,1,421
13404,2,2,252.49,4,2,1,421
13405,75,6,1213.811,3,3,3,333
13406,428,2,568.92,1,2,2,122
13407,579,3,2244.7,1,2,3,123
13408,2,106,51733.462,4,4,4,444
13410,25,9,2201.96,4,4,3,443
13411,108,1,213.55,2,1,1,211
13412,621,1,487.35,1,1,2,112
13413,640,6,429.44,1,3,2,132
13414,134,6,2494.14,2,3,4,234
13415,473,4,800.67,1,3,2,132
13416,44,3,940.8,3,2,3,323
13417,5,6,1669.49,4,3,3,433
13418,12,31,12233.6,4,4,4,444
13419,64,1,221.06,3,1,1,311
13420,150,2,159.85,2,2,1,221
13421,41,8,4103.12,3,4,4,344
13422,65,1,2626.3,3,1,4,314
13423,429,1,217.03,1,1,1,111
13424,450,1,572.77,1,1,2,112
13425,109,5,3403.63,2,3,4,234
13426,1,22,8167.37999999999,4,4,4,444
13427,20,6,1006.53,4,3,3,433
13428,11,3,499.98,4,2,2,422
13429,11,4,1006.8,4,3,3,433
13430,19,2,679.45,4,2,2,422
13431,68,8,3316.24,3,4,4,344
13432,572,2,439.1,1,2,2,122
13433,502,4,658.32,1,3,2,132
13434,75,5,1666.86,3,3,3,333
13435,6,9,4475.23,4,4,4,444
13436,2,1,196.89,4,1,1,411
13437,15,7,3408.06,4,3,4,434
13438,548,1,46.5,1,1,1,111
13439,256,3,986.61,2,2,3,223
13440,424,7,1295.25,1,3,3,133
13441,92,2,720.9,3,2,2,322
13442,668,3,419.87,1,2,2,122
13443,449,6,1280.16,1,3,3,133
13444,375,2,631.68,2,2,2,222
13445,627,1,241.9,1,1,1,111
13446,431,11,3881.89,1,4,4,144
13447,24,3,1129.14,4,2,3,423
13448,17,13,9240.86999999998,4,4,4,444
13449,24,1,291.88,4,1,1,411
13450,27,13,4120.04,3,4,4,344
13451,27,11,7190.91999999999,3,4,4,344
13452,260,3,729.8,2,2,2,222
13453,166,3,781.69,2,2,2,222
13454,642,1,219.87,1,1,1,111
13455,25,6,2905.93,4,3,4,434
13456,18,6,1766.72,4,3,3,433
13457,689,2,148.22,1,2,1,121
13458,8,16,11959.27,4,4,4,444
13459,625,2,1160.41,1,2,3,123
13460,30,2,183.44,3,2,1,321
13461,39,6,4160,3,3,4,334
13462,253,5,1153.85,2,3,3,233
13464,59,6,3097.64,3,3,4,334
13465,447,2,931.12,1,2,3,123
13466,185,5,1013.35,2,3,3,233
13467,11,2,1083.71,4,2,3,423
13468,2,72,13390.51,4,4,4,444
13469,654,1,82.4,1,1,1,111
13470,100,2,165,2,2,1,221
13471,2,4,2531.58,4,3,4,434
13472,464,2,592.24,1,2,2,122
13473,61,8,2657.76,3,4,4,344
13474,237,3,663.79,2,2,2,222
13475,192,4,1431.78,2,3,3,233
13476,179,5,2061.47,2,3,3,233
13477,38,11,2834.17,3,4,4,344
13478,470,5,2215.78,1,3,3,133
13479,201,4,851.37,2,3,2,232
13480,417,2,627.82,1,2,2,122
13481,46,11,3830.84,3,4,4,344
13482,233,2,336.09,2,2,1,221
13483,66,1,140.34,3,1,1,311
13484,242,3,790.72,2,2,2,222
13485,234,11,3019.22,2,4,4,244
13486,79,3,1122.41,3,2,3,323
13487,58,5,846.87,3,3,2,332
13488,18,23,15587.88,4,4,4,444
13489,106,4,449.52,2,3,2,232
13490,655,1,154.25,1,1,1,111
13491,52,27,4566.56,3,4,4,344
13492,137,3,1269.84,2,2,3,223
13493,276,2,618.63,2,2,2,222
13494,312,1,316.26,2,1,1,211
13495,8,10,5374.26,4,4,4,444
13496,11,2,653.33,4,2,2,422
13497,283,6,1320.33,2,3,3,233
13498,731,1,327.38,1,1,1,111
13499,18,5,1159.11,4,3,3,433
13500,24,4,1466.3,4,3,3,433
13501,289,3,2885.11,2,2,4,224
13502,17,5,780.5,4,3,2,432
13503,72,6,1905.39,3,3,3,333
13504,65,1,295.93,3,1,1,311
13505,73,4,4393.63,3,3,4,334
13506,317,5,1639.2,2,3,3,233
13507,4,4,2479.16,4,3,4,434
13508,244,2,287.05,2,2,1,221
13509,9,8,1114.72,4,4,3,443
13510,2,11,4558.29000000001,4,4,4,444
13511,677,1,282.76,1,1,1,111
13512,261,4,713.39,2,3,2,232
13513,127,3,824.59,2,2,2,222
13514,74,4,815.9,3,3,2,332
13515,73,6,1265.82,3,3,3,333
13516,22,4,1685.26,4,3,3,433
13517,60,3,2128.42,3,2,3,323
13518,86,1,659.44,3,1,2,312
13519,79,2,343.21,3,2,1,321
13520,59,11,6909.4,3,4,4,344
13521,2,3,1093.65,4,2,3,423
13522,31,1,125.8,3,1,1,311
13523,34,6,5101.52,3,3,4,334
13524,41,5,680.18,3,3,2,332
13525,15,2,628.78,4,2,2,422
13526,739,2,1182,1,2,3,123
13527,34,12,4683.74,3,4,4,344
13529,79,2,307.76,3,2,1,321
13530,635,1,402.98,1,1,2,112
13531,206,6,1738.52,2,3,3,233
13532,34,1,210.31,3,1,1,311
13533,183,3,270.79,2,2,1,221
13534,3,35,7720.90000000002,4,4,4,444
13535,403,1,89.5,1,1,1,111
13536,2,7,3448.29,4,3,4,434
13537,426,2,717.85,1,2,2,122
13538,44,12,3112.73,3,4,4,344
13539,86,7,1569.36,3,3,3,333
13540,468,3,632.39,1,2,2,122
13541,428,2,785.25,1,2,2,122
13542,377,17,4006.16999999999,2,4,4,244
13543,635,2,1439.61,1,2,3,123
13544,40,6,829.000000000001,3,3,2,332
13545,391,2,374.64,1,2,2,122
13546,13,5,1092.14,4,3,3,433
13547,409,1,175.53,1,1,1,111
13548,97,3,908.99,2,2,3,223
13549,26,8,1005.8,3,4,3,343
13550,384,1,349.51,1,1,2,112
13551,320,2,244.2,2,2,1,221
13552,67,22,6978.92,3,4,4,344
13553,675,1,517.8,1,1,2,112
13554,381,7,1638.28,1,3,3,133
13555,74,13,8999.18999999999,3,4,4,344
13556,430,2,200.82,1,2,1,121
13557,29,13,3032.26,3,4,4,344
13558,6,4,605.06,4,3,2,432
13559,513,2,990,1,2,3,123
13560,8,1,174.37,4,1,1,411
13561,216,11,1820.72,2,4,3,243
13562,82,8,4838.18,3,4,4,344
13563,85,2,777.53,3,2,2,322
13564,145,37,17249.55,2,4,4,244
13565,20,3,414.8,4,2,2,422
13566,41,5,1708.12,3,3,3,333
13567,429,4,1083.69,1,3,3,133
13568,174,1,192.85,2,1,1,211
13569,18,4,893.780000000001,4,3,2,432
13570,244,1,239.49,2,1,1,211
13571,13,26,4546.53999999999,4,4,4,444
13572,206,1,1384.25,2,1,3,213
13573,51,6,916.47,3,3,3,333
13574,412,1,421.25,1,1,2,112
13575,24,5,732.07,4,3,2,432
13576,11,28,11551.74,4,4,4,444
13577,26,11,3489.28000000001,3,4,4,344
13578,410,1,147.66,1,1,1,111
13579,15,5,1539.04,4,3,3,433
13580,407,1,107.75,1,1,1,111
13581,310,2,280.53,2,2,1,221
13582,390,2,241.68,1,2,1,121
13583,156,2,1445.031,2,2,3,223
13584,307,3,392.45,2,2,2,222
13585,531,3,684.54,1,2,2,122
13586,542,1,131.53,1,1,1,111
13587,64,4,1673.5,3,3,3,333
13588,16,9,2478.95,4,4,4,444
13589,15,6,1120.74,4,3,3,433
13590,12,18,6349.59,4,4,4,444
13591,65,7,2093.94,3,3,3,333
13592,36,4,247.96,3,3,1,331
13593,109,14,5523.69,2,4,4,244
13594,53,2,533.32,3,2,2,322
13595,517,3,818.220000000001,1,2,2,122
13596,6,2,697.04,4,2,2,422
13597,401,2,396.71,1,2,2,122
13598,48,5,789.59,3,3,2,332
13599,2,33,10167.63,4,4,4,444
13600,313,2,518.42,2,2,2,222
13601,46,4,1185.14,3,3,3,333
13602,65,4,1025.17,3,3,3,333
13603,27,1,164.34,3,1,1,311
13604,659,1,717.62,1,1,2,112
13605,388,2,522.67,1,2,2,122
13606,30,3,280.54,3,2,1,321
13607,41,2,1078.31,3,2,3,323
13608,541,1,236.2,1,1,1,111
13609,594,1,167.35,1,1,1,111
13610,13,14,2175.88000000001,4,4,3,443
13611,90,10,3319.53,3,4,4,344
13612,633,1,818.29,1,1,2,112
13613,453,5,1039.85,1,3,3,133
13614,25,6,2359.19,4,3,4,434
13615,319,8,6272.53,2,4,4,244
13616,569,2,288.1,1,2,1,121
13617,41,8,1278.75,3,4,3,343
13618,174,1,177.34,2,1,1,211
13619,545,2,231.69,1,2,1,121
13620,529,1,112.34,1,1,1,111
13621,117,1,213.85,2,1,1,211
13622,697,1,658.95,1,1,2,112
13623,31,10,2566.49,3,4,4,344
13624,389,1,462.08,1,1,2,112
13625,597,1,301.26,1,1,1,111
13626,253,2,707.04,2,2,2,222
13627,60,7,2245.9,3,3,3,333
13628,677,1,310.14,1,1,1,111
13629,24,19,13370.86,4,4,4,444
13630,6,7,2031.78,4,3,3,433
13631,100,11,3070.42,2,4,4,244
13632,25,8,3648.15,4,4,4,444
13634,34,16,5073.46999999999,3,4,4,344
13635,68,4,2999.16,3,3,4,334
13636,37,5,949.12,3,3,3,333
13637,53,3,810.5,3,2,2,322
13638,16,1,122.64,4,1,1,411
13639,75,2,1346.27,3,2,3,323
13640,612,1,405,1,1,2,112
13641,641,5,1016.47,1,3,3,133
13642,216,4,514.72,2,3,2,232
13643,32,10,2156.77,3,4,3,343
13644,17,4,2624.26,4,3,4,434
13645,121,1,252.1,2,1,1,211
13646,400,2,326.25,1,2,1,121
13647,10,8,3071.68,4,4,4,444
13648,401,8,1764.02,1,4,3,143
13649,257,6,1678.88,2,3,3,233
13650,17,10,3288,4,4,4,444
13651,36,3,226.85,3,2,1,321
13652,46,5,2570.85,3,3,4,334
13653,488,1,152.2,1,1,1,111
13654,44,11,6308,3,4,4,344
13655,115,6,2280.51,2,3,3,233
13656,165,4,1078.85,2,3,3,233
13657,11,2,382.14,4,2,2,422
13658,10,9,6025.50000000001,4,4,4,444
13659,206,12,4894.87999999999,2,4,4,244
13660,401,1,314.59,1,1,1,111
13661,604,1,325.24,1,1,1,111
13662,86,11,2250.11,3,4,3,343
13663,180,5,2047.51,2,3,3,233
13665,387,3,1711.66,1,2,3,123
13666,61,5,127.9,3,3,1,331
13667,150,1,305.02,2,1,1,211
13668,3,35,13089.94,4,4,4,444
13669,51,3,413.55,3,2,2,322
13670,76,1,349.7,3,1,2,312
13671,395,1,194.95,1,1,1,111
13672,302,3,419.92,2,2,2,222
13673,19,2,396.92,4,2,2,422
13674,433,1,240.68,1,1,1,111
13675,152,2,486.82,2,2,2,222
13676,540,2,243.9,1,2,1,121
13677,405,2,556.19,1,2,2,122
13678,152,1,232.6,2,1,1,211
13679,494,3,281.26,1,2,1,121
13680,2,12,11435.67,4,4,4,444
13681,18,4,827.83,4,3,2,432
13682,188,1,59.5,2,1,1,211
13683,458,1,258.6,1,1,1,111
13684,286,4,596.98,2,3,2,232
13685,3,7,3119.44,4,3,4,434
13686,183,3,409.04,2,2,2,222
13687,439,1,11880.84,1,1,4,114
13688,636,1,375.5,1,1,2,112
13689,64,2,1259.5,3,2,3,323
13690,60,1,172.25,3,1,1,311
13691,397,1,212.78,1,1,1,111
13692,25,5,3114.4,4,3,4,434
13693,375,9,2011.82,2,4,3,243
13694,4,143,196482.81,4,4,4,444
13695,32,16,2770.73,3,4,4,344
13696,422,3,2020.4,1,2,3,123
13697,39,1,151.3,3,1,1,311
13698,597,2,465.53,1,2,2,122
13699,156,2,764.15,2,2,2,222
13700,27,13,2613.46,3,4,4,344
13701,447,1,161,1,1,1,111
13702,446,1,135.18,1,1,1,111
13703,319,2,425.56,2,2,2,222
13704,6,9,2308.06,4,4,4,444
13705,8,7,2035.33,4,3,3,433
13706,303,2,631.17,2,2,2,222
13707,268,5,3365.86,2,3,4,234
13708,272,1,296.88,2,1,1,211
13709,4,18,7591.75,4,4,4,444
13710,32,3,509.52,3,2,2,322
13711,219,9,1792.26,2,4,3,243
13712,247,2,766.42,2,2,2,222
13713,409,3,743.26,1,2,2,122
13714,466,1,161.35,1,1,1,111
13715,282,17,8483.28999999999,2,4,4,244
13716,270,1,138.28,2,1,1,211
13717,33,8,1763.3,3,4,3,343
13718,247,2,306.55,2,2,1,221
13719,16,11,2815.25,4,4,4,444
13720,117,4,799.9,2,3,2,232
13721,37,2,741.54,3,2,2,322
13722,132,10,5635.41,2,4,4,244
13723,218,6,1209.2,2,3,3,233
13724,638,1,213.01,1,1,1,111
13725,50,8,1980.56,3,4,3,343
13726,39,2,1079.66,3,2,3,323
13727,29,8,1080.05,3,4,3,343
13728,37,16,2855.17,3,4,4,344
13729,436,3,724.73,1,2,2,122
13730,136,2,752.6,2,2,2,222
13731,220,2,610.59,2,2,2,222
13732,29,1,491.86,3,1,2,312
13733,411,2,487.03,1,2,2,122
13734,509,4,6701.64,1,3,4,134
13735,25,13,9813.22,4,4,4,444
13736,6,7,2766.20999999999,4,3,4,434
13737,201,1,339.6,2,1,1,211
13738,397,1,440.93,1,1,2,112
13739,19,2,292.2,4,2,1,421
13740,241,5,1597.77,2,3,3,233
13741,72,3,668.43,3,2,2,322
13742,17,12,3131.02,4,4,4,444
13743,3,7,1341.6,4,3,3,433
13744,96,2,1156.36,2,2,3,223
13745,163,2,777.36,2,2,2,222
13746,414,1,176.69,1,1,1,111
13747,374,2,249.4,2,2,1,221
13748,96,9,2268.35,2,4,3,243
13750,54,11,3602.18,3,4,4,344
13751,289,1,296.25,2,1,1,211
13752,125,7,1590.73,2,3,3,233
13753,288,4,2094.57,2,3,3,233
13754,152,3,447.05,2,2,2,222
13755,4,9,2161.35,4,4,3,443
13756,3,23,9207.5,4,4,4,444
13757,675,1,195.55,1,1,1,111
13758,12,15,9416.97999999999,4,4,4,444
13759,34,2,659.41,3,2,2,322
13760,55,5,1363.64,3,3,3,333
13761,51,6,1952.17,3,3,3,333
13762,219,5,2472.48,2,3,4,234
13763,64,3,5217.44,3,2,4,324
13764,71,6,2953.26,3,3,4,334
13765,654,1,352.821,1,1,2,112
13766,496,1,190.35,1,1,1,111
13767,3,73,35540.5300000001,4,4,4,444
13768,727,2,875.97,1,2,2,122
13769,3,20,5800.42,4,4,4,444
13770,423,4,785.37,1,3,2,132
13771,65,9,5728.82,3,4,4,344
13772,34,8,3114.22,3,4,4,344
13773,397,2,301.54,1,2,1,121
13774,82,1,345,3,1,1,311
13775,591,1,1049.66,1,1,3,113
13776,429,2,623.98,1,2,2,122
13777,1,61,56478.42,4,4,4,444
13778,104,4,1124.49,2,3,3,233
13779,516,1,161.13,1,1,1,111
13780,8,3,735.82,4,2,2,422
13781,251,3,778.83,2,2,2,222
13782,13,13,1793.72,4,4,3,443
13783,488,4,1542.09,1,3,3,133
13784,10,14,2910.23,4,4,4,444
13785,429,4,542.49,1,3,2,132
13786,368,6,3358.94,2,3,4,234
